#
#   File Created by py.Aroma 5
#   Author: Zhe Wang (Ph.D.)
#   https://wongzit.github.com/program/pyaroma/
#

XY,-3.95,-3.85,-3.75,-3.65,-3.55,-3.45,-3.35,-3.25,-3.15,-3.05,-2.95,-2.85,-2.75,-2.65,-2.55,-2.45,-2.35,-2.25,-2.15,-2.05,-1.95,-1.85,-1.75,-1.65,-1.55,-1.45,-1.35,-1.25,-1.15,-1.05,-0.95,-0.85,-0.75,-0.65,-0.55,-0.45,-0.35,-0.25,-0.15,-0.05,0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,1.05,1.15,1.25,1.35,1.45,1.55,1.65,1.75,1.85,1.95,2.05,2.15,2.25,2.35,2.45,2.55,2.65,2.75,2.85,2.95,3.05,3.15,3.25,3.35,3.45,3.55,3.65,3.75,3.85,3.95,4.05,4.15,4.25,4.35,4.45,4.55,4.65,4.75,4.85,
-3.13,-1.2397,-1.2822,-1.3254,-1.3694,-1.4141,-1.4596,-1.5059,-1.5533,-1.602,-1.6522,-1.7043,-1.7586,-1.8157,-1.876,-1.94,-2.0081,-2.0807,-2.1581,-2.2404,-2.3276,-2.4197,-2.5163,-2.6172,-2.7218,-2.8297,-2.9404,-3.0534,-3.1682,-3.2843,-3.4012,-3.5181,-3.6342,-3.7482,-3.8585,-3.9628,-4.0584,-4.1418,-4.2085,-4.2533,-4.27,-4.2514,-4.1902,-4.0793,-3.9137,-3.6921,-3.419,-3.1072,-2.7777,-2.4598,-2.1871,-1.9925,-1.9018,-1.9274,-2.0656,-2.2973,-2.5923,-2.9161,-3.2358,-3.5252,-3.7662,-3.9496,-4.0735,-4.141,-4.1586,-4.1338,-4.0746,-3.9885,-3.882,-3.761,-3.6303,-3.494,-3.3554,-3.2173,-3.0814,-2.9492,-2.8214,-2.6985,-2.5805,-2.4674,-2.3591,-2.2553,-2.1557,-2.0602,-1.9686,-1.8808,-1.7966,-1.7161,-1.639,-1.5654,
-3.03,-1.2718,-1.3143,-1.3573,-1.4006,-1.4444,-1.4886,-1.5334,-1.579,-1.6257,-1.6739,-1.7241,-1.7769,-1.833,-1.893,-1.9577,-2.0276,-2.1034,-2.1855,-2.274,-2.3689,-2.4703,-2.5775,-2.69,-2.8074,-2.9288,-3.0534,-3.1809,-3.3103,-3.441,-3.5724,-3.7036,-3.8334,-3.9605,-4.0828,-4.1976,-4.3014,-4.39,-4.4576,-4.4976,-4.5018,-4.4606,-4.3639,-4.2017,-3.966,-3.6541,-3.271,-2.8329,-2.3687,-1.919,-1.5322,-1.2567,-1.1308,-1.1732,-1.3782,-1.7168,-2.1441,-2.6097,-3.0669,-3.4791,-3.8227,-4.0865,-4.2691,-4.3764,-4.418,-4.4048,-4.3478,-4.2569,-4.1409,-4.0073,-3.8622,-3.7107,-3.557,-3.4043,-3.2547,-3.1099,-2.9707,-2.8374,-2.7101,-2.5885,-2.4724,-2.3614,-2.255,-2.1532,-2.0556,-1.962,-1.8725,-1.7868,-1.7048,-1.6266,
-2.93,-1.3023,-1.3442,-1.3861,-1.4279,-1.4696,-1.5112,-1.5529,-1.595,-1.6379,-1.6821,-1.7284,-1.7777,-1.8308,-1.8889,-1.9528,-2.0235,-2.1019,-2.1885,-2.2837,-2.3873,-2.4994,-2.6191,-2.7457,-2.8785,-3.0162,-3.1579,-3.3028,-3.4498,-3.5981,-3.7469,-3.895,-4.0412,-4.1837,-4.3199,-4.4468,-4.56,-4.6542,-4.7226,-4.7565,-4.7455,-4.6772,-4.5377,-4.3133,-3.9922,-3.5691,-3.0489,-2.4516,-1.8151,-1.1949,-0.6589,-0.2765,-0.1036,-0.168,-0.4611,-0.94,-1.5392,-2.1868,-2.8181,-3.3839,-3.854,-4.2154,-4.4686,-4.623,-4.6925,-4.6924,-4.6376,-4.5409,-4.4137,-4.2654,-4.1038,-3.9351,-3.7645,-3.5957,-3.4313,-3.2732,-3.122,-2.9782,-2.8415,-2.7115,-2.5877,-2.4696,-2.3566,-2.2484,-2.1448,-2.0455,-1.9504,-1.8594,-1.7724,-1.6894,
-2.83,-1.3309,-1.3714,-1.4112,-1.4502,-1.4883,-1.5255,-1.5621,-1.5984,-1.6351,-1.6727,-1.7125,-1.7555,-1.8031,-1.8567,-1.9179,-1.988,-2.068,-2.1589,-2.2611,-2.3746,-2.4992,-2.6338,-2.7774,-2.9289,-3.0865,-3.249,-3.4151,-3.5835,-3.7531,-3.9228,-4.0912,-4.2568,-4.4173,-4.5699,-4.7108,-4.8348,-4.9355,-5.0046,-5.0314,-5.003,-4.9033,-4.7144,-4.4175,-3.996,-3.4408,-2.7559,-1.9651,-1.1168,-0.2844,0.4394,0.9577,1.1907,1.0985,0.6936,0.0377,-0.7764,-1.649,-2.4926,-3.2433,-3.8636,-4.3392,-4.6737,-4.8814,-4.9819,-4.9958,-4.9423,-4.8381,-4.6975,-4.5321,-4.3515,-4.1634,-3.9741,-3.7877,-3.6076,-3.4356,-3.2724,-3.1182,-2.9725,-2.8345,-2.7035,-2.5787,-2.4594,-2.3451,-2.2356,-2.1306,-2.03,-1.9337,-1.8416,-1.7537,
-2.73,-1.3571,-1.3951,-1.4316,-1.4662,-1.4988,-1.5295,-1.5585,-1.5862,-1.6133,-1.641,-1.6706,-1.7038,-1.7424,-1.7885,-1.8442,-1.9115,-1.9918,-2.0865,-2.1962,-2.3209,-2.4601,-2.6127,-2.7769,-2.9511,-3.1331,-3.3209,-3.513,-3.7073,-3.9027,-4.0975,-4.2901,-4.4786,-4.6605,-4.8322,-4.9893,-5.1258,-5.2341,-5.3041,-5.3232,-5.2753,-5.1408,-4.8965,-4.518,-3.9826,-3.2763,-2.4012,-1.3847,-0.2868,0.798,1.747,2.4291,2.7349,2.609,2.0689,1.2002,0.1296,-1.0088,-2.1007,-3.065,-3.8565,-4.4607,-4.8854,-5.1511,-5.2843,-5.3118,-5.2581,-5.1441,-4.9872,-4.8017,-4.5995,-4.3896,-4.1795,-3.9744,-3.7778,-3.5919,-3.4172,-3.2534,-3.0997,-2.9548,-2.8176,-2.687,-2.5621,-2.4424,-2.3274,-2.217,-2.1109,-2.0093,-1.9121,-1.8193,
-2.63,-1.3804,-1.4148,-1.4463,-1.4747,-1.4996,-1.521,-1.5391,-1.5546,-1.5683,-1.5816,-1.5965,-1.6151,-1.6403,-1.6747,-1.7214,-1.7829,-1.8617,-1.9594,-2.0769,-2.2143,-2.3709,-2.5449,-2.734,-2.936,-3.1477,-3.3665,-3.5901,-3.8159,-4.0422,-4.267,-4.4884,-4.704,-4.9108,-5.1047,-5.2806,-5.4315,-5.5484,-5.6198,-5.6305,-5.5616,-5.389,-5.0845,-4.6168,-3.9566,-3.0837,-1.9975,-0.729,0.6491,2.0185,3.2223,4.0901,4.4781,4.3133,3.6192,2.5089,1.1486,-0.2886,-1.6574,-2.8579,-3.837,-4.5806,-5.1015,-5.4281,-5.5944,-5.6344,-5.5781,-5.4512,-5.2747,-5.0658,-4.8387,-4.6044,-4.3717,-4.1469,-3.9338,-3.7347,-3.5498,-3.3782,-3.2184,-3.0687,-2.9271,-2.7923,-2.6632,-2.5389,-2.4192,-2.3038,-2.1927,-2.0859,-1.9836,-1.8859,
-2.53,-1.4003,-1.4296,-1.4545,-1.4743,-1.4888,-1.4976,-1.5011,-1.4998,-1.495,-1.4886,-1.483,-1.4813,-1.4872,-1.5045,-1.5374,-1.5895,-1.6641,-1.7636,-1.8891,-2.0409,-2.2178,-2.4175,-2.637,-2.8727,-3.1206,-3.3771,-3.6388,-3.9025,-4.1657,-4.4261,-4.6813,-4.9285,-5.1642,-5.3837,-5.581,-5.7481,-5.8748,-5.9475,-5.9491,-5.8572,-5.6436,-5.2743,-4.7113,-3.9178,-2.8673,-1.5562,-0.0192,1.6574,3.3294,4.8034,5.8672,6.3411,6.1338,5.2753,3.9079,2.2394,0.4849,-1.1776,-2.6278,-3.8043,-4.6935,-5.3141,-5.7027,-5.9017,-5.9523,-5.8907,-5.7474,-5.5473,-5.3112,-5.0557,-4.7943,-4.5374,-4.2924,-4.0637,-3.8534,-3.6609,-3.4847,-3.3223,-3.1709,-3.028,-2.8916,-2.7602,-2.633,-2.5097,-2.3902,-2.2745,-2.163,-2.0558,-1.9532,
-2.43,-1.4164,-1.4391,-1.4552,-1.464,-1.4647,-1.4571,-1.4413,-1.418,-1.3887,-1.3558,-1.3226,-1.2932,-1.2725,-1.2659,-1.2788,-1.3165,-1.3834,-1.4827,-1.6162,-1.784,-1.9847,-2.2152,-2.4712,-2.7479,-3.0398,-3.3418,-3.6493,-3.9581,-4.2652,-4.5674,-4.862,-5.1457,-5.4144,-5.6628,-5.884,-6.0689,-6.2057,-6.2794,-6.27,-6.1521,-5.8933,-5.4541,-4.7899,-3.8569,-2.6225,-1.0807,0.7294,2.707,4.6813,6.4226,7.6781,8.2344,7.9832,6.9612,5.3386,3.363,1.2906,-0.6674,-2.3698,-3.7463,-4.7833,-5.5053,-5.9565,-6.1877,-6.2473,-6.1775,-6.0141,-5.7864,-5.5187,-5.2311,-4.94,-4.6578,-4.3932,-4.1511,-3.9332,-3.738,-3.5625,-3.403,-3.2551,-3.1153,-2.9811,-2.8506,-2.7228,-2.5976,-2.4751,-2.3557,-2.2399,-2.1282,-2.0208,
-2.33,-1.4286,-1.4427,-1.4478,-1.4425,-1.4259,-1.3973,-1.3569,-1.3053,-1.2443,-1.177,-1.1076,-1.0414,-0.9851,-0.9458,-0.9309,-0.9476,-1.0017,-1.0979,-1.2385,-1.4239,-1.6522,-1.9191,-2.219,-2.5451,-2.89,-3.2468,-3.609,-3.9715,-4.33,-4.6808,-5.0206,-5.3457,-5.6515,-5.9319,-6.179,-6.3825,-6.5291,-6.6015,-6.5776,-6.4285,-6.1177,-5.601,-4.8281,-3.7496,-2.3283,-0.5575,1.5179,3.7821,6.0391,8.0258,9.4544,10.0827,9.7892,8.6166,6.7584,4.4973,2.126,-0.1137,-2.0602,-3.6331,-4.8177,-5.6425,-6.1583,-6.4228,-6.491,-6.4113,-6.2244,-5.9647,-5.6611,-5.3378,-5.0146,-4.707,-4.425,-4.174,-3.9548,-3.7646,-3.5982,-3.4496,-3.3128,-3.1829,-3.0563,-2.931,-2.8059,-2.6813,-2.5575,-2.4355,-2.3161,-2.2002,-2.0885,
-2.23,-1.4366,-1.4403,-1.4317,-1.4092,-1.3711,-1.3166,-1.2454,-1.1583,-1.0574,-0.9462,-0.8302,-0.7163,-0.6131,-0.5302,-0.4775,-0.4643,-0.4989,-0.5873,-0.7331,-0.9368,-1.1962,-1.5057,-1.8578,-2.2433,-2.652,-3.0744,-3.5018,-3.9273,-4.3455,-4.752,-5.143,-5.5144,-5.8609,-6.1758,-6.45,-6.6718,-6.8259,-6.8928,-6.8475,-6.6579,-6.2839,-5.6772,-4.7838,-3.551,-1.9406,0.052,2.3742,4.8953,7.3977,9.5913,11.1619,11.8469,11.5159,10.2163,8.1592,5.6532,3.0197,0.5261,-1.6474,-3.4096,-4.742,-5.674,-6.26,-6.5625,-6.6421,-6.5524,-6.3399,-6.0445,-5.7007,-5.3384,-4.9821,-4.6506,-4.3561,-4.1039,-3.8939,-3.7203,-3.5752,-3.4494,-3.3345,-3.2236,-3.1122,-2.9979,-2.8799,-2.7589,-2.636,-2.5129,-2.391,-2.2716,-2.1557,
